Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
47,16720526.848485114,16005223.327166123,56546496.29608741,56493420.56918521,0.0,465248.9440787656,177095.27770532525,104227.57076414078
48,19950177.718614567,19168687.444414973,67050858.023816645,58835083.8628417,9805847.310473617,536195.0612995913,173402.261,102704.217
49,18128588.23881303,17404803.64075134,61456128.316530816,61344241.45694108,0.0,493528.40922620427,159975.28121092537,100401.29660651514
50,21712336.77982128,20883170.436554924,73045179.19627663,64068459.361527726,10678076.560254619,598599.4913454362,157410.5888056896,104508.9473074749
51,20003565.6851681,19171052.14639808,67708124.0061458,67591887.99670444,0.0,597297.5809265337,154361.05253166205,115507.00758831915
52,22993510.75750839,22149554.66256584,77495412.15851228,67971656.85639104,11328609.476065172,620400.0186966634,144289.47399369822,113238.00321741353
53,19036521.79633862,18295925.090113852,64640044.99050752,64511714.1830719,0.0,542835.734803895,124520.44818937859,104629.3189021353
54,21486611.623490743,20725452.12949305,72487549.13262156,63582600.021321826,10597100.003553636,573177.3249644111,113074.63141044277,107010.76803263229
55,19282170.137231924,18615035.469410263,65757599.41731921,65625499.24561284,0.0,484271.7282476014,106503.95309280964,109084.26640177668
56,22286910.725479625,21562834.21295445,75410228.55323449,66145092.58154357,11024182.096923929,543553.3038055109,102329.41801653492,111705.41529018387
57,19430050.337253463,18628815.23720874,65733311.68291892,65607409.46973188,0.0,547902.5838143213,192795.62616477293,86481.27152232493
58,22027732.83553104,21285382.979986575,74443556.27764736,65283532.51242571,10880588.752070954,490666.6601530839,187892.89942298134,91128.9942405684
59,19912437.23565625,19188000.676357396,67764867.80563381,67622348.88866219,0.0,460944.48210662545,192490.6685348006,101430.58379633013
60,22700681.197976287,21931312.90621619,76686050.58273457,67244562.57047427,11207427.095079044,511127.1370414062,185055.91475984678,104550.34279834536
61,18390179.553525936,17619113.35710023,59210738.6230809,66664141.29504206,0.0,497985.43973238545,209610.98730483686,90671.0991264034
62,21315746.3154006,20568168.522533588,69020870.94330618,66838015.230646215,11139669.2051077,479087.9704726389,201454.92291827977,95764.14210870788
63,19016055.42681843,18295319.913915902,61908921.52781992,68514808.21938275,0.0,461971.0374381529,189919.94616262734,98349.32757392782
64,22149474.03914831,21435951.37896575,72266054.25390512,69078541.77834342,11513090.29639057,459107.5247852836,181865.76771551304,103641.95383108278
65,17832834.811121047,17108409.500229955,54317601.667016074,69621910.60640544,0.0,481226.47785034316,174170.8263668468,98611.43810558022
66,20854741.878506113,20107743.04874246,63993668.97933636,69878176.870282,11646362.811713666,503339.4393022672,174589.30583827174,98671.5494615893
67,18290832.649548545,17509628.52503496,55585334.51629094,71184729.56121945,0.0,528163.0959753,181648.0956407315,101989.90413935887
68,21478542.738229863,20742852.0164037,66015936.61712321,72040135.39553428,12006689.232589044,483153.39286366745,180914.15388777896,102318.82153531122
69,17260063.47477355,16488538.90709913,49069848.18286179,72164327.79493958,0.0,519088.61335039965,180125.06183414126,103301.27498553741
70,20209845.96418471,19421849.61674904,58397084.724814974,72047414.16047007,12007902.360078342,529198.1414242197,184649.84887242742,105926.22448431066
71,17556614.096349124,16795385.74261963,50061390.38546638,73399369.45572421,0.0,500104.4204551983,185493.50360588141,108043.47095487552
72,20824554.50973223,20006234.596578937,60259380.70159087,74067017.72793914,12344502.954656523,554841.1402452944,186432.4178892616,110066.2214553333
