period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit,,
64,2879582.17232268,1518923.11757625,951003.687636454,306118.62575203,0,9922.1494296704,58015.1085991196,26601.4893081325,9267.8822551371,2879852.06055679,269.8882341119
65,3361071.59783976,1445738.23783845,910813.592505856,304404.030630957,609090.605126777,8597.3932239521,45434.2279865634,29959.0863877008,7379.3105465157,3361416.48424677,344.8864070093
66,2775899.69217206,1504066.2953899,874289.136442019,303338.549480592,0,6412.4306924837,53963.2830836116,25302.6429268304,8797.3012240555,2776169.63923949,269.9470674293
67,2716674.28683791,1428790.57583482,894706.153136493,303468.994237541,0,4685.9032372932,51699.5752326293,25243.6384323852,8200.6133402493,2716795.45345141,121.1666134964
68,2820249.58247266,1500335.20486647,915136.83757774,304962.413808642,0,7693.381666432,55790.022675967,29167.8193135041,7385.6202904656,2820471.30019922,221.7177265589
69,3354935.7966759,1475281.45011279,853244.498634545,303626.289853938,604972.086733529,11440.875003145,66037.6191535743,30486.2628701551,9968.1521840132,3355057.23454569,121.4378697891
70,2746460.98208549,1544968.9952231,818128.598402746,297296.500702845,0,6302.4003693762,51261.5824069875,22045.9648537587,6765.566910903,2746769.60886972,308.6267842217
71,2664550.63445952,1451847.60936811,808243.911709358,296815.928553404,0,6808.2053916917,64055.770800553,29129.7927968577,7857.6349421766,2664758.85356215,208.2191026337
72,2695180.13129067,1458031.21529933,845099.821658809,294200.994266754,0,7658.6722502542,52501.827667361,29610.3439161891,8299.9677908552,2695402.84284956,222.7115588901
73,3227829.07349845,1404400.15484788,846140.331743887,294176.538226314,590084.089017385,4918.9944349904,47759.3327850326,33424.9181691793,7342.6827132921,3228247.04193797,417.9684395115
74,2690640.31838929,1477027.71310312,820487.210364709,294236.166559725,0,7788.7281793708,55998.4347880996,25705.9800919733,9497.1767763692,2690741.40986337,101.0914740805
75,2599829.3751112,1446980.92794953,758790.028122549,293110.70272059,0,8956.4170789852,58478.5076430372,24699.1638562053,9136.1428663494,2600151.89023725,322.5151260467
76,2656851.56271095,1491146.93755092,771107.162593542,292316.529072856,0,8148.7978506274,60022.0054349104,24419.0154417697,9784.20560948,2656944.65355411,93.090843156
77,3165399.23136827,1433410.76838336,756138.956253343,294184.934972494,584399.280637821,3800.8026477039,61948.2772487374,22386.7656236766,9487.543235613,3165757.32900275,358.0976344789
78,2533608.0096622,1397938.12573954,754169.562794843,292824.409949401,0,7915.7039641417,52139.475064693,21246.4827481181,7400.2025766938,2533633.96283743,25.9531752234
79,2486511.41852454,1354018.6520235,764242.782225135,291905.033420921,0,6024.8099087316,36170.0522793443,27748.1251672181,6725.9242745172,2486835.37929937,323.9607748222
80,2534075.52523656,1387927.22982289,763207.246878819,287800.257433999,0,6690.7684105364,57376.6246104156,23420.197776883,8682.2475372708,2535104.57247081,1029.0472342572
81,3030991.68155835,1311979.90420363,754763.23258302,292711.193673722,566230.301909384,11132.1454732526,57425.5260159653,28318.8476251386,9523.2717516061,3032084.42323572,1092.7416773653
82,2446342.97344789,1351193.70690656,719150.800343077,291536.196326947,0,8367.8553139316,51065.5725937673,19029.6083440353,6760.0231806302,2447103.76300895,760.7895610547
83,2458123.73603339,1375238.14306952,705663.230186575,289703.471421282,0,7388.0587946809,37668.7151984418,36706.8088318509,6423.6026857249,2458792.03018808,668.2941546813
84,2438475.01854639,1327548.70981868,734071.844858205,288172.503642177,0,6540.3267276812,43645.5980198263,31535.7957557688,7928.9305987079,2439443.70942104,968.6908746525
85,2963975.61440441,1292178.12797013,728120.697628149,286496.032334513,561579.588465976,8463.7086664727,51690.8060662556,28129.4375528382,8567.2580610547,2965225.65674539,1250.0423409799
86,2424837.42075183,1313614.80201507,729230.125225284,284938.09608037,0,8928.8003629691,43859.5478609826,37849.4089279897,7235.1858318654,2425655.96630453,818.5455526938
87,2381055.181274,1345371.19271452,654724.650738884,286383.501457715,0,6645.0421826907,50253.4578365679,31743.7947987468,6887.8424345624,2382009.48216369,954.3008896811
88,2394288.0729888,1333855.19661057,683475.533329116,282092.731274251,0,8153.7346921385,41147.00408595,39541.2587010034,6676.9905523281,2394942.44924535,654.3762565576
89,2923991.92802131,1293994.39474572,676311.247071531,279772.635551857,568926.012402418,8458.7662422536,60143.0765226471,28441.8016382441,9374.4239127077,2925422.35808737,1430.4300660649
90,2326869.63188367,1289401.41092968,643665.802974612,277964.947685375,0,8799.2384617767,56724.9944992629,42887.7734431773,8055.0013605318,2327499.16935442,629.5374707538
91,2348880.70798133,1291353.08927559,685370.51625871,277033.636148025,0,10013.1300359272,53708.4458246,23457.4393485207,8876.6963907398,2349812.95328211,932.2453007842
92,2346143.74393633,1349021.40704062,623668.026306596,274042.656791637,0,8000.406846354,58604.7606131589,23593.6241423774,9843.8090149678,2346774.69075571,630.9468193823
93,2861014.34751669,1255465.65292609,674194.147869448,275843.864807885,552467.666477624,7943.1464294714,57885.0243705065,29341.5814890233,8892.0542377756,2862033.13860783,1018.7910911325
94,2224711.52081442,1224828.97823272,642115.28685518,269057.630361856,0,8351.1666608297,53696.3187839566,19483.1560281884,7963.3717265691,2225495.9086493,784.387834874
95,2193330.64845507,1210760.41561649,636550.772504952,269725.438344349,0,7276.2903415008,48861.3827996055,13051.7161622994,7764.150650452,2193990.16641965,659.5179645754
96,2224278.62162023,1247064.1139175,618095.039973004,270216.024697254,0,8881.3262736597,46636.8280586194,25904.4023113369,8338.8013448513,2225136.53657622,857.9149559936
97,2792359.34815063,1247543.22935461,653294.341895035,268534.639807621,529110.82993651,8307.7126388374,44652.7698510625,34549.5891236063,7437.6116683821,2793430.72427566,1071.3761250279
98,2275812.40739706,1289413.75453336,635882.514532931,272958.475331964,0,7991.2566729869,42408.1630728511,20859.9373602823,7241.1650027562,2276755.26650713,942.8591100718
99,2264196.63385106,1219453.77043569,671387.65360693,273960.689536234,0,10048.267130118,55624.822908755,25514.9728157112,9173.6486518155,2265163.82508526,967.1912341951
100,2178270.53281742,1263749.15008317,560579.377084221,273999.074510598,0,10702.0626774374,47736.6737716959,13355.990699599,8643.9067550707,2178766.2355818,495.7027643779
101,2751340.65955424,1253705.58041448,601687.022379057,272918.416071226,519152.484317949,10427.4178540419,59155.3131899307,24846.5388392192,10355.4758211534,2752248.24888706,907.589332819
102,2142913.98371443,1218518.8107878,569966.438154606,272034.744069983,0,10283.3887729626,37910.2448525901,25085.5744660313,7273.8629633863,2141073.06406736,-1840.9196470743
103,2189462.27927409,1247856.02967099,573954.291310236,269312.496330048,0,10594.0313709698,59178.8615770219,19810.0564430944,9746.4963658492,2190452.26306821,989.9837941187
104,2181212.65634269,1250583.07423893,563753.266059584,269832.258427998,0,11054.5520575443,57438.2356281304,17512.6716249974,9150.0280986543,2179324.08613584,-1888.5702068545
105,2706803.57433382,1261677.55410989,575309.855231861,270812.008439578,511762.865311149,7196.8346146859,57886.3458601965,14245.1965084805,8990.2508952086,2707880.91097105,1077.3366372325
106,2124008.87615332,1211107.58453319,549695.141537637,268349.917936145,0,9881.6158758302,53555.263311868,19936.1779502468,9362.4134603252,2121888.11460524,-2120.7615480768
107,2090619.75660638,1189212.94381298,533764.057847239,269726.936857846,0,6510.7434000223,55972.0501198131,29832.4416172144,8357.7628230027,2093376.93647812,2757.1798717375
108,2105462.57500487,1217417.47006649,535544.509530236,267013.952520337,0,10406.5447233778,48349.1674662004,18201.1721659333,7854.875175782,2104787.69164835,-674.8833565209
109,2546601.76866136,1174826.98448991,529340.831720558,262512.451066805,485646.183008737,8805.8828828753,48525.1069841592,29609.7598003464,8263.7517786724,2547530.95173207,929.1830707095
110,2107264.26395703,1207767.63393199,549755.393953836,263565.616418907,0,10771.2389158295,46375.7954096798,22061.5606015904,6004.9029106132,2106302.14214244,-962.1218145904
111,2087682.17249523,1198826.93196776,543202.997894611,264111.073400105,0,11170.1057476838,46145.4843423173,16454.2498862627,8598.6274534753,2088509.47069221,827.2981969884
112,2075711.37344556,1205045.63100474,529201.226950133,261559.292230682,0,8814.3804423756,36766.4783822585,26128.3970986214,6757.3816416831,2074272.7877505,-1438.5856950597
113,2566200.46494903,1178971.20215302,537035.504687646,259803.892297892,499803.703076473,9882.0873416358,54272.4970478348,20451.1228099163,7501.6449193695,2567721.65433379,1521.1893847631
114,2066797.23296611,1138911.42020444,577394.276013726,257972.847954,0,9544.7489726947,48635.0942932588,24814.069783378,8093.1025459539,2065365.55976746,-1431.6731986492
115,2063912.03217035,1165218.00947359,549700.770085686,256077.949214224,0,6985.88503721,55449.7254869425,21421.9185950921,10232.9571983566,2065087.2150911,1175.1829207486
116,2043657.61288036,1128079.65285805,567073.664852638,256231.876046853,0,12967.6382196436,53029.9426720199,14221.9675705622,10723.4573635907,2042328.19958336,-1329.4132969929
117,2542066.76807022,1118155.33568684,580709.205139678,256904.573683494,485222.161539635,11856.299758394,57727.1971387801,24554.4982883692,9514.8836781538,2544644.15491334,2577.3868431221
118,2093475.22922227,1153382.57616872,574895.348659126,255089.308272173,0,12934.0723152673,72875.8346811068,16700.4959897073,9719.0441580086,2095596.68024411,2121.4510218399
119,2041445.28787363,1117444.96092572,572127.180003046,255229.592822766,0,10403.7630271585,56635.2221126129,22539.6368133685,9682.4624543165,2044062.81815899,2617.5302853629
120,1963063.00837092,1109843.28858116,512068.064298871,256595.292722802,0,11379.5668625762,46942.7509069917,19808.2915551049,8271.9802530122,1964909.23518052,1846.2268096013
121,2406991.75256377,1096128.79176863,510922.93290333,255255.21409305,459176.851365191,11930.7476316635,49987.9720145566,18132.645462792,8112.5647733718,2409647.72001258,2655.9674488152
122,1929145.04026999,1070375.0174831,519821.873065603,252321.981134956,0,9827.2290026337,36776.3914760717,34367.4017125026,7090.0834434533,1930579.97731832,1434.9370483295
123,1923534.65644517,1081966.94693996,504525.539920229,249791.306924976,0,9429.6161044456,40606.5267140771,30095.8703971817,8785.5384722973,1925201.34547317,1666.6890280065
124,1928278.42219402,1052486.11467831,537580.111764543,248476.297246821,0,9231.2109536048,45238.9277366663,27132.7280257041,8703.3694576773,1928848.75986332,570.3376693095
125,2410154.89102062,1062543.43201842,554328.153934988,246723.330318659,471425.781877562,6166.4365337021,36855.9868061944,26356.9544062896,7427.8848222706,2411827.96071809,1673.0696974653
126,1915147.16571237,1081381.39843047,508443.217075096,245876.721000289,0,8499.5086220578,39925.741629491,26232.2675339843,7179.3065280989,1917538.16081948,2390.9951071143
127,1937948.462232,1076844.55516079,532003.800687146,245689.580360907,0,9610.5452512681,49346.8596507819,18258.5102271335,7980.3369965944,1939734.18833463,1785.7261026246
128,1935060.53032938,1052341.26436558,537331.168379149,245615.906439253,0,10875.0897662644,50990.3870335448,29457.6641184115,8138.2574110819,1934749.73751329,-310.7928160885
129,2382845.30816427,1066868.97262811,528848.170932865,247958.852768203,465493.791054067,9090.6253031058,41305.1562691176,16771.5721898052,7204.9127111686,2383542.05385644,696.7456921716
130,1879073.61359227,1031048.82859815,512545.592416394,249538.641663771,0,7283.6042364325,50181.1009900929,19553.0352988986,8067.3266282086,1878218.12983195,-855.4837603231
131,1841082.16594537,1041009.65676015,467518.210942553,251335.950392802,0,7471.1493238301,51606.6693585895,15452.0628556775,9637.7252275609,1844031.42486116,2949.2589157962
132,1870493.45462558,1028920.4522362,520156.956465009,247872.03823351,0,8645.2174659033,42958.6657357016,15777.8550360756,8073.9701088326,1872405.15528123,1911.7006556508
133,2351823.29694134,1056045.41606303,520100.066973985,248410.170658571,457752.51744807,13990.7678273158,42108.6052485267,10128.7676023285,8087.9720900527,2356624.28391188,4800.9869705411
134,1899197.4493101,1047878.77125702,537911.762917315,248138.470198313,0,8205.8151013858,38268.2645947413,12815.3182056478,7664.9437543408,1900883.34602876,1685.8967186657
135,1881489.52871341,976609.963663272,576658.354994814,244189.727301941,0,10623.6426423914,48535.1840018742,20910.4343262623,8819.7901249775,1886347.09705553,4857.5683421178
136,1843120.55359944,942689.551914994,578304.359862847,241640.501035346,0,12288.282980552,42895.8936806563,22852.8257233012,7006.2357721875,1847677.65096988,4557.0973704478
137,2256183.36119004,1009761.5443758,507668.552759106,242640.237687388,431031.310638917,8957.6728183868,39856.7342017524,13933.6015352131,8492.8621307396,2262342.51614731,6159.1549572614
138,1844307.57501198,1006287.87765697,526795.546662954,238290.285160501,0,11067.7425688997,41603.9684404639,16169.5624086951,6987.939198077,1847202.92209656,2895.3470845756
139,1842174.45371031,1013245.13166611,495419.650014754,237180.564463511,0,10284.8857674839,57993.4602096465,21960.1273940775,9894.4169882982,1845978.23650388,3803.7827935706
140,1763389.69532321,989445.525263597,465448.076376858,234647.361161046,0,8655.7372801623,42894.9324579104,16915.3191964014,7450.8388072728,1765457.79054325,2068.0952200377
141,2224909.18453945,955176.175080443,526201.578125786,233392.313189821,430766.99477306,9874.4705384683,40239.7923181067,26836.5843678443,6288.6407126649,2228776.54910619,3867.364566748
142,1802322.81595824,953748.905895928,526285.798523082,234541.519510656,0,10952.2808861883,46897.1356139143,23587.9703635311,7898.2071241981,1803911.8179175,1589.0019592613
143,1781763.5661873,944553.449494173,525929.192309829,234605.346880088,0,5891.643963705,43168.2342809123,24351.5194866523,7419.5898978796,1785918.97631324,4155.4101259355
144,1809335.51456422,1016476.65245884,483871.722595532,232552.043000449,0,10806.8359730212,38377.3695017712,23258.1897460761,5632.8609003721,1810975.67417606,1640.1596118333
145,2186651.30720695,929360.32502874,538361.793616419,231061.614630135,418453.436383057,8660.498093093,43667.7237955427,9800.9100784048,7997.7744321304,2187364.07605752,712.7688505743
146,1751080.52891241,942840.642205393,485208.002460166,230433.632111881,0,10912.2355702198,59903.6302777853,13983.0405189036,8990.9543114192,1752272.13745577,1191.6085433608
147,1752149.0043344,915464.247042737,526780.367208302,230323.088067373,0,8186.8098579268,49339.6865622759,14772.2746766324,7830.4242494228,1752696.89766467,547.8933302653
148,1735756.29983546,963251.865699759,471255.090140075,232580.771596408,0,9282.4048554505,40751.6886623774,15225.7736917101,6741.0668615382,1739088.66150732,3332.3616718557
149,2091806.21852544,903910.406567348,488938.34704023,231700.97456656,401374.259848941,12347.6881828431,29943.1522803764,20953.2451169109,6159.221216567,2095327.29481978,3521.0762943328
150,1680338.31532815,926960.462115518,458341.926669239,229525.565819833,0,6622.3686440204,36463.0012723472,18869.0462553811,6269.9396123808,1683052.31038872,2713.9950605678
151,1717474.74015927,907902.706406204,504351.429621351,232422.378839207,0,6338.4544823977,46056.3453076202,13669.9664736489,9220.599198909,1719961.88032934,2487.140170068
152,1730190.29902269,933942.596953439,484010.891642318,230327.635085624,0,8530.0588306024,50873.2779599408,18219.5793497992,7127.8802210482,1733031.92004277,2841.6210200845
