Period,Mean real labour income,Total workers
51,6853.2466625781,11185633
52,6832.2540861548,11102417
53,6441.0704283217,11090768
54,6254.1240431473,11075806
55,6292.2491261058,11207235
56,6392.9117011473,11197960
57,6400.0742597181,11098826
58,6426.69265356,11012973
59,6619.7667992793,11060423
60,6626.8965432479,11085535
61,6532.4273273036,11060538
62,6519.6561753537,11122183
63,6613.5779281049,11171071
64,6599.5499167401,11191021
65,6585.193774556,11213987
66,6590.4898100458,11320742
67,6604.0279602889,11360032
68,6586.2820917363,11377770
69,6594.8356570283,11353456
70,6583.0349394892,11388390
71,6567.859340184,11457939
72,6586.502079681,11505522
73,6569.0588204866,11538414
74,6560.5878043167,11555638
75,6584.7425150096,11545076
76,6577.4938181973,11546802
77,6585.7463180368,11499366
78,6581.2958650628,11611194
79,6591.4417348132,11639941
80,6608.974351793,11602927
81,6596.053206569,11702779
82,6565.9055116729,11736579
83,6563.9838259635,11811446
84,6577.6070274904,11801967
85,6565.3821914211,11826995
86,6573.0498274273,11916465
87,6581.7220593426,11911330
88,6584.3217123968,11995395
89,6572.6572555218,12024207
90,6563.0833016607,12111907
91,6591.8341760306,12115257
92,6585.8279102227,12103826
93,6593.8043424134,12128416
94,6599.5727967688,12068720
95,6605.0413030259,12142397
96,6614.8105747962,12149196
97,6627.2107177898,12165653
98,6623.8591868858,12131879
99,6602.0349584603,12209227
100,6610.9189622856,12251395
101,6625.4349161063,12245202
102,6607.4886034457,12293383
103,6595.3345597913,12428593
104,6593.7456464349,12401648
105,6598.4815005925,12376175
106,6587.3628678375,12358805
107,6607.2595851699,12385010
108,6603.760459488,12426545
109,6617.7965487584,12437126
110,6618.7521234181,12429301
111,6555.8645881919,12543919
112,6599.6834589331,12562951
113,6617.3588032187,12554205
114,6621.8812080271,12602541
115,6618.0731726209,12616117
116,6616.9239813788,12530362
117,6592.4782071063,12574253
118,6577.2519921357,12600871
119,6571.474295616,12589313
120,6582.7214186936,12620135
121,6574.2543307986,12676563
122,6578.7264957658,12640153
123,6605.3662525423,12653046
124,6611.6398925817,12549551
125,6600.4229551759,12573535
126,6609.2057187253,12571440
127,6590.5713375471,12591732
128,6599.0644003299,12592071
129,6608.0926886274,12567556
130,6597.34773516,12584268
131,6589.8926056158,12576692
132,6583.5935446152,12631964
133,6601.1786529389,12670695
134,6609.6565884518,12640360
135,6609.6396479579,12724796
136,6617.5935504212,12712715
137,6623.3709834391,12736242
138,6603.0199278725,12686950
139,6589.9851445009,12670955
140,6581.7966795108,12720907
141,6593.9197838795,12695544
142,6603.8603314308,12679167
143,6581.2665779671,12650453
144,6584.2954891049,12635849
145,6574.4503119174,12654459
146,6574.7680714664,12650897
147,6570.4363260411,12619266
148,6562.5537600669,12592521
149,6564.2441522517,12584105
150,6573.9546880821,12580731
151,6578.2340698424,12587246
152,6549.4327706648,12686631
