period,total pensions. pre-2016. cost,total net pensions. pre-2016,total pensions. post-2016. cost,total net pensions. post-2016,total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,total universal pensions. cost,total net universal pensions, total thirteenth month of pension pre-2016. cost,total net thirteenth month of pension pre-2016, total thirteenth month of pension post-2016. cost,total net thirteenth month of pension post-2016, total thirteenth month of universal pension. cost,total net thirteenth month of universal pension
73,21284723.0553511,20429970.4389946,21357563.5495979,20498440.5029331,16418964.5228719,4011005.9161227,16487434.6493891,4011005.85354407,517020.888297225,501510.261648309,0,0,0,0,0,0
74,21401489.1716477,20540134.3958047,21476359.5480229,20610512.5489225,16464572.9152897,4075561.480515,16534951.1317014,4075561.41722111,517629.149454905,502100.274971258,3565473.02182327,3362646.58090462,3577951.41776615,3374376.27293571,86271.5249091509,83683.3791618764
75,21512078.1879709,20643484.8388329,21588958.5728133,20715752.4003966,16497951.2673668,4145533.57146609,16570218.8849934,4145533.51540322,550604.60953421,534086.471248184,0,0,0,0,0,0
76,21620041.9139625,20745333.7440522,21699168.9812882,20819713.1870993,16512982.9971657,4232350.74688652,16587362.4979456,4232350.68915375,624980.699351684,606231.278371134,3601254.44131151,3395670.14249638,3614442.28582341,3408066.71625726,104163.449891947,101038.546395189
77,21591784.7277948,20717754.1972823,21672369.3204381,20793503.7141142,16423497.3606218,4294256.83666051,16499246.9356582,4294256.77845604,658053.05364752,638311.462038095,0,0,0,0,0,0
78,21690720.1874779,20810530.6237662,21774177.0063956,20888980.033274,16441788.4066391,4368742.21712711,16520237.8750936,4368742.1581804,675530.345766893,655264.435393886,3612687.2137428,3406066.51646101,3626596.68351369,3419141.41795913,112588.390961149,109210.739232314
79,21714028.2710911,20831517.5325567,21799122.2258436,20911505.8497572,16419007.3750925,4412510.15746417,16498995.7510072,4412510.09875002,705091.241265559,683938.504027592,0,0,0,0,0,0
80,21896018.7793627,21003447.7710934,21985031.8339861,21087120.0421812,16519936.6829656,4483511.08812779,16603609.0137658,4483511.02841538,730061.488374771,708159.643723528,3646557.18740084,3437605.91395218,3661392.69645896,3451551.29238313,121676.914729129,118026.607287255
81,22057436.8872717,21156489.3948465,22147741.7350237,21241375.95136,16606857.0039687,4549632.39087777,16691743.624426,4549632.32693407,781596.759248228,758148.856470781,0,0,0,0,0,0
82,22152480.9936122,21245497.5687828,22244777.2182029,21332256.019454,16642390.6529637,4603106.9158191,16729149.1707448,4603106.84870923,817596.520592776,793068.624974993,3688776.56413159,3477034.22750243,3704159.26815131,3491494.15838404,136266.086765463,132178.104162499
83,22260146.9177341,21346511.124073,22354934.1561504,21435611.1277413,16682969.2657192,4663541.85835379,16772069.3411152,4663541.78662608,823839.073289981,799123.901091281,0,0,0,0,0,0
84,22349067.7804077,21430108.1214569,22445261.0444232,21520529.7892787,16684966.582741,4745141.53871589,16775388.3000603,4745141.48921834,867035.909897625,841024.832600696,3721072.85780047,3507134.21905023,3737105.06840718,3522204.68635655,144505.984982938,140170.805433449
85,22429558.2833985,21506117.5039886,22526983.8416367,21597697.528112,16630159.4129025,4875958.09108608,16721739.4952051,4875958.03290692,872164.125527462,845999.201761638,0,0,0,0,0,0
86,22557122.1500268,21626349.1642979,22655404.3340067,21718734.1177918,16703765.1206785,4922584.04361939,16796150.1323842,4922583.9854076,895769.813578745,868896.719171383,3755381.9095755,3538831.91575234,3771762.22047867,3554229.59750374,149294.968929791,144816.119861897
87,22684007.5117687,21746353.8097431,22783915.116767,21840266.6588289,16781563.9583503,4964789.85139286,16875476.8655984,4964789.79323051,938353.010114694,910202.419811253,0,0,0,0,0,0
88,22803410.8684226,21859231.0709188,22902715.0694299,21952576.7199674,16821107.1700457,5038123.90087315,16914452.8772892,5038123.84267819,1008431.17820727,978178.242861048,3795944.10343307,3577141.16196017,3812494.75042749,3592698.95983023,168071.863034544,163029.707143508
89,22925246.7097998,21974837.5803768,23025765.0315008,22069324.5026921,16852508.09771,5122329.48266683,16946995.0788072,5122329.42388491,1102061.3465424,1068999.50614612,0,0,0,0,0,0
90,23023841.3608345,22068585.2918219,23124946.906139,22163624.2041141,16888069.7008896,5180515.5909323,16983108.6906815,5180515.51343254,1193134.39410012,1157340.36227711,3831247.45733695,3611284.986401,3848098.32831074,3627124.99501433,198855.732350019,192890.060379519
91,23244987.4422071,22278129.0419963,23348476.1436763,22375408.1208779,17020065.867528,5258063.17446833,17117345.0066092,5258063.11426871,1274277.27939758,1236048.96101565,0,0,0,0,0,0
92,23332414.4659375,22361099.9542361,23437336.5913093,22459726.4512474,17061125.6647417,5299974.28949448,17159752.2274889,5299974.22375857,1358518.38370302,1317762.83219193,3882223.36934841,3659751.56076534,3899710.3369036,3676189.50034267,226419.73061717,219627.138698655
93,23361585.2846106,22387831.9042585,23467827.3602057,22487699.154283,17055792.1226828,5332039.78157574,17155659.442323,5332039.71195995,1438539.09216262,1395382.91939774,0,0,0,0,0,0
94,23482577.3881666,22502487.8312387,23587862.6149972,22601455.6432557,17094195.3623879,5408292.46885082,17193163.2440597,5408292.39919599,1542494.61308725,1496219.77469463,3906590.54693736,3683263.5648591,3924138.03133754,3699758.39047919,257082.435514541,249369.962449105
95,23613306.062863,22627229.0293343,23719324.917191,22726886.4510299,17187047.1551707,5440181.87416363,17286704.6418061,5440181.80922378,1656056.61490425,1606374.91645712,0,0,0,0,0,0
96,23814196.1823296,22818245.9617306,23921042.310372,22918681.0205517,17344193.079713,5474052.88201759,17444628.2034129,5474052.81713881,1737173.85398548,1685058.63836591,3962852.394345,3736871.87855192,3980660.02888775,3753611.24552009,289528.975664246,280843.106394319
97,23890795.1353921,22890825.0522143,23999189.9542393,22992715.8800837,17403751.5575156,5487073.49469867,17505642.4280066,5487073.45207707,1822119.61259335,1767456.02421555,0,0,0,0,0,0
98,24078620.5859055,23069063.8933217,24189515.8679973,23173305.1564322,17514944.1159224,5554119.77739938,17619185.4245551,5554119.73187718,1902870.82747667,1845784.70265237,4006640.00003126,3778719.71778842,4025122.49349057,3796093.45232119,317145.137912779,307630.783775395
99,24187499.1425245,23172367.1104837,24298410.2746384,23276623.2724455,17563433.8252151,5608933.2852686,17667690.0333426,5608933.23910288,2039418.79930113,1978236.2353221,0,0,0,0,0,0
100,24298437.0297592,23277012.1002023,24409631.6612104,23381534.7513236,17585954.592472,5691057.50773033,17690477.2906,5691057.46072356,2134008.28885882,2069988.04019306,4042681.36472947,3813416.32730431,4061213.74968006,3830836.9876467,355668.048143137,344998.006698843
101,24370635.9630809,23346293.4669859,24481640.7628201,23450637.676106,17638859.4782803,5707433.9887056,17743203.7350289,5707433.94107709,2254818.80285395,2187174.23876833,0,0,0,0,0,0
102,24518281.1042222,23486687.7632617,24630713.8625612,23592374.2531353,17716492.3547292,5770195.40853253,17822178.8974472,5770195.35568808,2335553.59314009,2265486.98534589,4078805.2245002,3848038.1900452,4097543.96383949,3865652.8237267,389258.932190015,377581.164224314
103,24639218.0546719,23601888.5386204,24750437.7947784,23706434.7924835,17759015.9038334,5842872.63478703,17863562.1686026,5842872.62388097,2440849.61843772,2367624.12988459,0,0,0,0,0,0
104,24826652.0443404,23780485.3417458,24938904.8861709,23886002.7110287,17907056.3974161,5873428.94432974,18012573.7786314,5873428.93239729,2512311.82714198,2436942.47232772,4129808.59075151,3896676.11972932,4148517.34417046,3914262.56704405,418718.637856996,406157.078721286
105,24927231.5996919,23875647.2901967,25039134.5166577,23980835.7295521,17967581.3930534,5908065.8971433,18072769.8298948,5908065.89965725,2583334.23588671,2505834.20881011,0,0,0,0,0,0
106,25098240.2667832,24037315.4146871,25210136.2115316,24142497.2999473,18083553.8255675,5953761.58911956,18188735.7144225,5953761.58552476,2644289.34897401,2564960.66850479,4174503.50829561,3939011.02598882,4193152.77873181,3956541.55947228,440714.891495668,427493.444750798
107,25211399.7018721,24145210.4026455,25323535.4302982,24250617.7305863,18144957.3684598,6000253.03418576,18250364.6999974,6000253.03058895,2743797.51666141,2661483.59116157,0,0,0,0,0,0
108,25441363.2867457,24365576.6608692,25554888.861925,24472289.3593552,18316105.0718763,6049471.58899286,18422817.7799016,6049471.57945363,2849721.73718856,2764230.08507291,4231486.09835511,3993388.4085851,4250406.78957603,4011174.07782066,474953.622864761,460705.014178818
109,25443917.391398,24367862.0121837,25556073.0661564,24473287.0034187,18320375.3678391,6047486.64434463,18425800.3764669,6047486.62695177,2920236.75613873,2832629.65345457,0,0,0,0,0,0
110,25686206.0825458,24597911.2056137,25799491.8149887,24704398.4502674,18471336.2493324,6126574.95628131,18577823.5392797,6126574.91098769,3031927.207503,2940969.39127791,4271846.54082031,4031925.74421665,4290727.25795749,4049673.83803331,505321.2012505,490161.565212985
111,25757300.812314,24665605.0965028,25871502.9266813,24772953.7392735,18512472.530259,6153132.56624384,18619821.2248612,6153132.51441231,3111373.21701279,3018032.02050241,0,0,0,0,0,0
112,25924008.1952391,24824702.28233,26040442.8853637,24934149.5455597,18662783.0243672,6161919.25796275,18772230.3394379,6161919.20612182,3198629.33192253,3102670.45196485,4311289.32797587,4069580.62215136,4330694.87110172,4087822.05249699,533104.888653754,517111.741994142
113,26021397.7181896,24916826.7675774,26137622.8442371,25026077.0397858,18736634.5881913,6180192.17938609,18845884.9122697,6180192.12751608,3279089.47454856,3180716.7903121,0,0,0,0,0,0
114,26158150.2052099,25047071.3118795,26275428.7455898,25157311.7943171,18829826.9199427,6217244.39193678,18940067.4087977,6217244.38551938,3392107.92515618,3290344.6874015,4350056.82519938,4106738.44912538,4369603.01002875,4125112.08317315,565351.320859364,548390.781233583
115,26265627.2536227,25149279.3596809,26383498.8585193,25260077.3220096,18911607.5255644,6237671.83411646,19022405.4528604,6237671.86914918,3518649.66459252,3413090.17465474,0,0,0,0,0,0
116,26313884.6903984,25195157.9789234,26431568.2503148,25305779.1782155,18935451.3655278,6259706.61339558,19046072.5305277,6259706.64768775,3644368.25448892,3535037.20685425,4375554.71199463,4131580.2412866,4395168.39981238,4150017.32838892,607394.709081486,589172.867809041
117,26436217.2173407,25311450.5828743,26554747.7765049,25422867.9607037,19024019.4864684,6287431.09640594,19135436.8299864,6287431.13071735,3700752.4897539,3589729.91506129,0,0,0,0,0,0
118,26521466.5458579,25391892.9677868,26640647.877445,25503922.0720272,19110041.8786356,6281851.08915113,19222070.9667743,6281851.10525289,3752017.35246836,3639456.83189431,4409972.72646007,4164391.48736245,4429836.04281475,4183065.75497109,625336.225411394,606576.138649052
119,26670975.890485,25533635.9003077,26790787.6179966,25646257.5759614,19232215.1557351,6301420.74457261,19344836.815278,6301420.7606834,3833298.49251102,3718299.53773569,0,0,0,0,0,0
120,26888775.8831125,25741226.5475846,27010478.7205314,25855625.8657949,19417503.6405816,6323722.90700298,19531902.9426721,6323722.92312281,3919824.54540627,3802229.80904409,4470926.53730197,4222347.40674175,4491210.10436052,4241416.68518484,653304.090901046,633704.968174014
121,27039517.4109406,25883878.9335352,27162391.8208422,25999379.5291235,19496917.0847657,6386961.84876951,19612417.6641909,6386961.86493264,3969172.58247187,3850097.40499772,0,0,0,0,0,0
122,27219737.7979648,26055208.5635079,27343468.8651612,26171514.4160926,19654821.7961566,6400386.76735139,19771127.635923,6400386.78016954,4031471.07544564,3910526.94318227,4525776.23190767,4274327.95753797,4546397.83697587,4293714.99475082,671911.845907607,651754.490530379
123,27390501.8741627,26218396.0523706,27513324.8913158,26333848.3371571,19800169.1674157,6418226.884955,19915621.4428812,6418226.8942759,4149813.12041063,4025318.72679832,0,0,0,0,0,0
124,27532995.4473889,26353771.648351,27656483.5613771,26469849.1234045,19944853.5282153,6408918.1201357,20060930.9939427,6408918.12946183,4203992.33585898,4077872.56578321,4577885.56078795,4324101.36358394,4598466.67338607,4343451.14277497,700665.38930983,679645.427630535
125,27584243.7297312,26402634.3016156,27707502.671188,26518496.3531659,19969452.1398015,6433182.16181419,20085314.1820204,6433182.17114555,4265928.26336491,4137950.41546396,0,0,0,0,0,0
126,27596421.9838083,26414126.7972308,27717464.0282179,26527904.9647975,19963810.266879,6450316.5303518,20077588.4251091,6450316.53968839,4330144.78762539,4200240.44399663,4588410.56006373,4334521.04247825,4608583.99402946,4353487.60762257,721690.797937566,700040.073999439
127,27705335.04232,26518194.9633982,27826405.9674644,26632000.2780961,20056499.4198908,6461695.54350739,20170304.7300733,6461695.54802277,4454580.64144724,4320943.22220382,0,0,0,0,0,0
128,27846647.7395297,26652828.5062387,27966571.7699893,26765555.5352881,20150227.7986276,6502600.70761107,20262954.8107734,6502600.72451472,4583356.84264181,4445856.13736255,4629833.54093541,4374477.113036,4649820.60282362,4393268.49246267,763892.807106968,740976.022893759
129,27885626.5719792,26690956.6510347,28003651.2850891,26801898.3209007,20224897.4392803,6466059.21175442,20335839.0923787,6466059.22852202,4703975.67514449,4562856.40489016,0,0,0,0,0,0
130,28003875.9022988,26803638.3637554,28121452.7902989,26914159.0771429,20311974.504729,6491663.8590264,20422495.1818815,6491663.8952614,4798838.75461502,4654873.59197657,4655910.8817726,4399995.22637822,4675506.75294059,4418418.89062948,799806.459102503,775812.265329428
131,28254595.6240946,27042358.4410205,28372234.7050282,27152937.0208,20492820.3641828,6549538.07683765,20603398.907707,6549538.11309297,4904652.89967585,4757513.31268558,0,0,0,0,0,0
132,28330572.766997,27114955.7177715,28448014.3243638,27225348.6241012,20572318.3930938,6542637.32467773,20682711.2631478,6542637.36095339,5020645.76567666,4870026.39270636,4710075.14308615,4451693.4394151,4729648.3534283,4470096.00268488,836774.294279443,811671.06545106
133,28399287.0319629,27181144.946654,28517304.6138371,27292079.3148103,20617795.9028573,6563349.04379667,20728730.2358308,6563349.07897952,5120463.46117408,4966849.55733886,0,0,0,0,0,0
134,28503479.6493926,27280228.7872106,28620318.3586788,27390059.7123701,20720040.0176291,6560188.76958147,20829870.8988138,6560188.81355632,5171485.50237365,5016340.93730245,4738936.25787905,4479602.64129485,4758409.82616975,4497910.75569438,861914.250395609,836056.822883741
135,28736907.9254399,27502331.3757221,28853013.7563265,27611473.3966116,20925405.6888936,6576925.68682858,21034547.6657835,6576925.73082809,5267139.21367841,5109125.03726806,0,0,0,0,0,0
136,28868327.5836502,27628320.0970102,28983933.5573222,27736992.2065918,21046967.8926556,6581352.20435457,21155639.9620058,6581352.244586,5414980.36316535,5252530.95227039,4799610.09749844,4537839.08510669,4818878.20203419,4555954.93167415,902496.727194225,875421.825378398
137,28949363.3261095,27704700.581263,29061990.414631,27810572.5402023,21046251.1531615,6658449.42810148,21152123.0718469,6658449.46835547,5469679.14558214,5305588.77121467,0,0,0,0,0,0
138,29270260.5732646,28009975.265323,29383343.6705509,28116275.8739011,21300547.5886951,6709427.6766279,21406848.1569967,6709427.71690446,5566310.59929362,5399321.28131481,4866315.14545903,4601234.42897746,4885162.77109346,4618955.07104186,927718.433215603,899886.880219136
139,29464637.6146664,28195548.760391,29576589.5523129,28300786.0803085,21454790.5462206,6740758.21417047,21560027.8258389,6740758.25446963,5683883.78314349,5513367.26964919,0,0,0,0,0,0
140,29609533.8661557,28334495.5579526,29720483.0492139,28438790.2899585,21571179.9052713,6763315.65268127,21675474.5969554,6763315.69300303,5773671.38121705,5600461.23978053,4922804.78600112,4655395.89096294,4941296.75976103,4672781.56606476,962278.563536174,933410.206630089
141,29839697.0476836,28553597.8656947,29950690.212159,28657933.941635,21745207.7154234,6808390.15027133,21849543.7510193,6808390.19061572,5848682.84140982,5673222.35616753,0,0,0,0,0,0
142,30031678.2623719,28736569.1138766,30142266.0888112,28840524.2473857,21920950.5929178,6815618.52095881,22024905.6890715,6815618.55831417,5947537.64878439,5769111.51932085,4993098.54671733,4722258.04301225,5011530.3079778,4739587.58816899,991256.274797398,961518.586553476
143,30083494.0626859,28785390.601529,30192770.2988613,28888112.8416354,21926010.8711218,6859379.73040723,22028733.0764598,6859379.76517557,6036317.59049596,5855228.06278108,0,0,0,0,0,0
144,30156358.7340016,28854220.2990012,30265062.1855427,28956404.1229975,21965774.2435487,6888446.0554525,22067958.0412953,6888446.08170215,6108749.59306265,5925487.10527077,5013596.56781994,4742189.41077882,5031714.26711006,4759223.80876106,1018124.93217711,987581.184211795
145,30145154.9377906,28843429.1795927,30252625.0885941,28944453.2684048,21973429.3881775,6869999.79141521,22074453.4507252,6869999.81767959,6174998.68055804,5989748.7201413,0,0,0,0,0,0
146,30301647.0697232,28992065.0245421,30407647.5143477,29091707.5907504,22105996.4490236,6886068.57551852,22205638.9889527,6886068.60179763,6238765.10694714,6051602.15373872,5037878.72349678,4765488.27207541,5055545.84516492,4782099.13131305,1039794.18449119,1008600.35895645
147,30411879.5576816,29096708.8509674,30517164.4933889,29195678.8399984,22173690.299016,6923018.55195141,22272660.2617531,6923018.57824526,6349768.84816516,6159275.78272021,0,0,0,0,0,0
148,30519642.1735686,29200089.2155655,30624262.8081219,29298434.7627175,22264780.6761346,6935308.53943095,22363126.1967354,6935308.56598216,6430485.15058165,6237570.5960642,5074068.10410784,4800267.97643282,5091505.2578582,4816663.57864754,1071747.52509694,1039595.09934403
149,30675806.6940874,29350170.411648,30779318.2045611,29447473.3833716,22375663.0091107,6974507.40253724,22472965.9542682,6974507.42910334,6564872.03188923,6367925.87093255,0,0,0,0,0,0
150,30835954.2713678,29503526.2992241,30938494.4359901,29599916.2070543,22526818.2614663,6976708.03775779,22623208.1427155,6976708.06433879,6651331.61611136,6451791.66762802,5126911.80676019,4851094.60311942,5144002.21594994,4867164.92996032,1108555.26935189,1075298.61127134
151,30908234.945523,29572820.1091593,31009133.4571041,29667666.8643385,22585881.2681186,6986938.84104073,22680727.9967019,6986938.86763664,6728024.40970932,6526183.67741804,0,0,0,0,0,0
152,30996306.0881089,29657100.7417175,31096412.3823768,29751202.8138307,22657649.3710158,6999451.37070172,22751751.4232992,6999451.39053152,6818790.05866474,6614226.3569048,5153621.93816373,4876798.11017741,5170306.7027228,4892487.18402968,1136465.00977746,1102371.05948413
