period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit,,
70,2795557.47998612,1508505.6689339,898837.780630742,298407.459408258,0,5053.9010167606,44005.6735102913,33413.510745383,7454.3817038933,"2,795,678.38",120.90
71,2665418.23757381,1414821.97404822,863394.521485108,292882.4071205,0,4425.3115121844,57023.2523563067,25974.8532505079,7102.7447182628,"2,665,625.06",206.83
72,2677688.30651627,1459534.42776788,825732.465840047,294573.558013895,0,4384.2565445419,59975.0612159653,23972.9583319541,9722.4057192665,"2,677,895.13",206.83
73,3231641.55916898,1372017.03137989,880521.449592333,289506.223412832,588426.78093855,2624.0679318371,56131.0440266549,34003.7675064487,8532.0903435467,"3,231,762.46",120.90
74,2703685.27598414,1422419.2382429,880548.71044676,286908.458562454,0,8346.2334219041,65628.3917055398,30010.6449602036,10106.281852237,"2,703,967.96",282.68
75,2613465.75288763,1370641.61651502,851692.503408801,289846.417068065,0,8310.3534501829,63352.6009992076,20255.407466327,9366.8539800304,"2,613,465.75",0.00
76,2675743.40608443,1365890.60175589,905757.296636968,290240.819749917,0,9062.4528574147,64578.7413649397,30513.7855125577,9982.3914146017,"2,676,026.09",282.68
77,3273021.90100755,1350955.1404616,928395.658356553,288412.936902244,588757.510604892,5859.8203815741,68586.3400494104,32727.2483665538,9327.2458847269,"3,273,021.90",0.00
78,2658180.13250602,1384621.9846752,889060.61592787,287180.641942822,0,7756.2838868737,48767.1683706509,33402.8434545204,7390.5942480848,"2,658,180.13",0.00
79,2594294.71202408,1351161.94975116,857842.196591108,286605.257943757,0,4720.6312794277,45067.5650456228,41453.0922921864,7444.0191208197,"2,594,294.71",0.00
80,2643920.36017432,1407680.25303464,858180.586762362,286663.023993119,0,5395.1057478396,49710.9025356042,30357.3319132391,7150.4126004013,"2,645,137.62","1,217.26"
81,3149214.41650024,1350460.61105209,843587.140235011,285352.75909515,577632.591453306,7431.6391427429,52324.5487055821,25621.0547702307,6804.0720461195,"3,149,214.42",0.00
82,2546196.36829661,1319016.30964884,858062.061308332,284506.045401175,0,6195.8501167318,48470.6914692828,23587.1579790889,7575.5087860424,"2,547,413.62","1,217.26"
83,2515065.90808152,1289839.86689612,859905.132118487,280975.344625507,0,6367.3149815915,36105.874773026,36219.0082422552,6870.6228574144,"2,516,283.16","1,217.26"
84,2562754.48558694,1351100.6073725,848321.046868939,276237.248049626,0,5987.4702809667,46730.2270198646,28083.4210776881,7511.7213302338,"2,563,971.74","1,217.26"
85,3070073.68667926,1323879.03254985,820628.167162277,275524.136129915,567847.127450406,9318.0976559279,43138.3467121248,24963.2385003684,5992.7969312693,"3,071,290.94","1,217.26"
86,2515979.90567623,1349394.80448335,800748.485385223,274951.597749045,0,9309.8176624538,49588.8645478468,25363.2619077171,7840.3303534786,"2,517,197.16","1,217.26"
87,2443374.48835651,1264649.76169499,836607.768874499,275012.067135692,0,8636.7231929542,32041.9076658291,22671.548846713,4971.9673587087,"2,444,591.74","1,217.26"
88,2489946.51565313,1288032.5568607,836590.582683665,272441.904781808,0,11381.1960298939,45309.4929571364,30856.9167019723,6152.8412698503,"2,490,765.49",818.98
89,2976250.12434299,1306515.7040815,757417.949901214,269732.449417269,553049.95144859,7449.5791286035,52079.0536983395,23700.942414957,7123.46988441,"2,977,069.10",818.98
90,2426870.59730082,1277728.48145997,785619.303805661,269933.492342758,0,7405.7641631363,58874.495714764,20715.8788552306,8142.4572199797,"2,428,419.87","1,549.28"
91,2406094.11181452,1256138.43247255,789035.800018054,267724.438937842,0,8805.0830602611,52445.4975518619,26458.4371029472,7017.7715370594,"2,407,625.46","1,531.35"
92,2443689.73668469,1298934.24020282,788962.906863826,266031.72295444,0,6244.1500786641,43978.9939510268,33801.0889800587,6869.7017389189,"2,444,822.80","1,133.07"
93,2961848.56439798,1254586.78234513,804131.794470488,261103.254521301,549147.506750585,8289.9984662258,52992.6331242862,27151.8110090183,7688.5760813564,"2,965,092.36","3,243.79"
94,2453778.34534526,1277174.4026631,817445.758721592,258811.678188725,0,7300.8842457976,48254.7682270544,40272.5787700552,7052.313480638,"2,456,312.38","2,534.04"
95,2462704.54415556,1297958.71359943,816096.346427469,258742.671947491,0,8978.9629232174,49385.0288873323,26437.102521222,7639.7568010986,"2,465,238.58","2,534.04"
96,2407041.29233929,1281753.48920007,775343.146941326,258254.506146109,0,8499.0683014471,50711.5289184915,28040.7519142376,7653.803858154,"2,410,256.30","3,215.00"
97,2976285.08291641,1259024.83618303,810117.922526235,259743.049024006,555843.128845683,7661.4089616495,51910.649761724,27192.7022906584,8240.0957804953,"2,979,733.79","3,448.71"
98,2395950.21645786,1255851.80736999,776225.568946573,261662.703058473,0,7869.0987979584,58173.0911215918,30403.5568403105,8734.0455736698,"2,398,919.87","2,969.66"
99,2386225.30900091,1292785.99207412,734486.237682906,260725.498705892,0,7933.2687473828,54028.3021620356,27532.2777164522,9835.4730145805,"2,387,327.05","1,101.74"
100,2358646.96388768,1271341.50023476,742265.655858115,259819.596153457,0,10989.6213385141,43043.6014765789,28254.0977314902,6204.1936259706,"2,361,918.27","3,271.30"
101,2911962.58891033,1196780.61690149,835802.388414371,254723.663089532,539875.335189848,6702.3097175649,47408.5380363476,27082.4736184112,7463.1323295999,"2,915,838.46","3,875.87"
102,2379889.71468775,1163620.10427788,874427.46337342,253229.571256154,0,9020.0178908599,44856.5863797889,30090.6496416733,7816.8418318451,"2,383,061.23","3,171.52"
103,2355242.0647586,1204036.11143854,805365.644446932,250899.863639761,0,10351.3718415514,56739.5631090928,20742.5470823871,9720.3332026518,"2,357,855.43","2,613.37"
104,2277026.67597231,1206168.03474001,743868.712623861,251404.818588496,0,6014.7252594856,41573.0892414052,22458.2030294604,7791.0505139731,"2,279,278.63","2,251.96"
105,2803786.55060497,1182507.02541402,763559.938929009,248522.065075871,515260.614407497,7618.6289953666,51261.7694884687,29875.5259426102,7882.9320838922,"2,806,488.50","2,701.95"
106,2318385.03422115,1190833.46667999,787699.425523874,249685.638355879,0,11016.876317033,47231.0268623848,26412.2121758758,7868.6547472131,"2,320,747.30","2,362.27"
107,2247768.20988399,1197224.42043857,718621.013033822,248020.66714988,0,9194.2427535443,46545.7050485073,21508.8141426862,8548.6704764645,"2,249,663.53","1,895.32"
108,2239551.46887828,1210876.83529884,704837.687984762,244770.402047348,0,8220.308521152,50107.9833722795,14571.5193183548,8640.5520463836,"2,242,025.29","2,473.82"
109,2758183.01043432,1209911.88281119,708525.607486882,244154.183427182,506107.505526643,11475.0359559339,51314.3152134776,21009.2293539529,8266.3476576151,"2,760,764.11","2,581.10"
110,2242955.65772202,1224588.35885339,691632.767151364,242329.573040434,0,9957.3821520749,49351.7225632177,19174.4553255803,8341.8793742404,"2,245,376.14","2,420.48"
111,2286357.88529673,1246636.54649433,699113.50118242,242184.16195066,0,9897.0071996595,47749.3826582211,34634.9155491544,8486.0344187752,"2,288,701.55","2,343.66"
112,2242125.64335795,1170122.10597813,746451.974894428,241660.425921838,0,9101.4378266887,43491.5534045468,27132.2543091035,6740.5148699348,"2,244,700.27","2,574.62"
113,2751627.26656231,1183465.93662905,728035.489847365,242822.576392749,506578.795301181,10737.7715370099,53277.45810053,21747.050305285,7730.0264136508,"2,754,395.10","2,767.84"
114,2278114.58308932,1176467.00982775,767558.987747955,243046.384263799,0,8110.9436073481,38294.7482120954,38436.0268598721,7147.8795245389,"2,279,061.98",947.40
115,2204667.05948683,1137459.01706831,731043.073243357,244620.722530282,0,8139.2335850513,50973.4126719413,27822.0724515536,8637.5584112735,"2,208,695.09","4,028.03"
116,2193075.53170057,1133289.77509883,714404.470006732,243229.642075569,0,9138.007797866,54104.3695655869,31708.5220891724,7873.9511785618,"2,193,748.74",673.21
117,2744838.93369479,1222214.24532309,686453.797437557,241757.603783203,493566.236578947,6307.2850289042,55061.5146506277,30223.9907774562,8364.6770570023,"2,743,949.35",-889.58
118,2206637.58797025,1201754.88048102,663719.430100208,241709.370554795,0,15468.4078085521,53861.5741182608,22422.6453932516,7970.2080613342,"2,206,906.52",268.93
119,2159673.9666757,1169543.01134331,666297.358725344,238788.628039264,0,12391.7002334636,43474.715151394,23368.478516405,8138.5424663741,"2,162,002.43","2,328.47"
120,2146086.44086404,1204194.83355796,620496.160152095,237924.840636118,0,8626.3732011115,48014.5451682107,22739.1083555097,8269.5715723491,"2,150,265.43","4,178.99"
121,2662187.09757175,1203490.59719695,637341.590306001,237792.661670952,486430.744027614,11553.3508942098,56230.3069958656,27062.9169184964,8756.1524175601,"2,668,658.32","6,471.22"
122,2134266.00533849,1179753.7601205,643480.023570175,238513.172197971,0,6392.1549620139,37482.1756408469,26149.0856679309,7266.9340900732,"2,139,037.31","4,771.30"
123,2150621.36939445,1230603.32082801,591761.441704516,238799.868231135,0,10766.0615147131,58026.4284634611,12994.5381524957,10306.3948453693,"2,153,258.05","2,636.68"
124,2178258.67322643,1150598.51008831,694997.704791254,236269.259970163,0,10708.1015603943,52688.727396656,27580.280525334,8091.3351434833,"2,180,933.92","2,675.25"
125,2695090.29230206,1217392.65041886,652163.790959628,232707.11511344,497567.073352689,8933.7679588379,63546.5663937778,19354.0213884346,8902.1496990858,"2,700,567.14","5,476.84"
126,2214063.01194149,1217781.31989355,664421.693415332,232431.943833966,0,8873.3930064225,50823.6626439814,31939.6467245295,8399.4492802048,"2,214,671.11",608.10
127,2139797.62591182,1157475.3905077,655542.359026731,231877.759690455,0,7241.1992928383,52039.8848970929,25992.6320686123,8128.6404425483,"2,138,297.87","-1,499.76"
128,2134196.20906747,1155447.03217935,659521.258518493,231845.03508121,0,10957.88136353,41018.7288206601,30117.3178688299,7946.9498193246,"2,136,854.20","2,657.99"
129,2595680.12250756,1152889.5151987,637893.918921777,232591.013891076,485287.246206236,8811.9830548229,42298.5682681574,28547.4482302126,7330.2609866341,"2,595,649.95",-30.17
130,2084290.11237304,1168102.94512427,610675.141031232,231907.069557865,0,11664.7858063822,37444.6059259315,18155.729048199,7604.7542982723,"2,085,555.03","1,264.92"
131,2100245.92141545,1158825.07729065,620187.401344349,232202.444726525,0,13433.5994122892,46041.7775442182,25813.066005758,8394.152848856,"2,104,897.52","4,651.60"
132,2119565.02018543,1157992.31132291,646680.210828965,230112.480443076,0,9465.7575395495,34337.8141227295,38469.8066142704,6895.0324975433,"2,123,953.41","4,388.39"
133,2654847.64708505,1163201.14869566,675578.494403104,232829.049853103,485818.067320715,13832.764097687,59772.4557187138,19773.6014956981,9951.5339450048,"2,660,757.12","5,909.47"
134,2118778.44612775,1158222.34597738,647338.619726097,234339.930833833,0,8524.2532815975,39839.4442026693,24241.4184853303,9051.6011749694,"2,121,557.61","2,779.17"
135,2125754.01759466,1152395.40549689,646104.177122383,230012.030120787,0,9860.0922287541,52615.7977278572,25752.6180242031,9858.961536214,"2,126,599.08",845.06
136,2113398.15871982,1196139.36061857,595529.958515376,226914.147872606,0,8313.8034474638,46888.0606180949,31333.3890271699,8393.0014507367,"2,113,511.72",113.56
137,2633862.23334493,1160067.13339202,670906.221005271,229446.605785405,481724.130145898,14699.7484143721,49946.3610726539,18461.5247195944,8833.5263711763,"2,634,085.25",223.02
138,2150870.10048795,1152147.1870064,678579.558899124,232069.127514081,0,7458.8941212618,46745.1186687112,27048.6938640129,7985.6367961327,"2,152,034.22","1,164.12"
139,2109888.66087756,1179912.89817025,611366.737055493,228058.228667977,0,8249.9784977676,45730.8786469176,28983.0292737701,9031.7971273176,"2,111,333.55","1,444.89"
140,2082883.89404097,1166204.55096356,588522.141045897,227652.443513345,0,12750.154950947,51667.8807559815,31381.3918360517,10387.2229933433,"2,088,565.79","5,681.89"
141,2554741.31750469,1095462.23794185,668995.59068632,225954.036293553,480370.784351226,11107.2662457921,47768.3727527428,22963.121463625,8483.040783665,"2,561,104.45","6,363.13"
142,2049696.80720472,1122260.66640092,615774.69869084,224738.103638753,0,8243.0785032058,46430.9901206716,27489.6085530016,8586.8968940248,"2,053,524.04","3,827.24"
143,2056813.08819577,1104285.44565936,640326.061238457,225991.31389191,0,9273.5926910046,49795.5710090174,19359.3550338659,10988.7133708592,"2,060,020.05","3,206.96"
144,2079948.27540577,1127643.25016958,628270.837309143,227333.165151846,0,13866.2290713116,58003.3789560802,15138.6636158847,10557.8601946217,"2,080,813.38",865.11
145,2610343.95625438,1167350.31310797,641940.970549606,227460.64884699,487876.859493695,7968.8037193759,49606.9014861855,23512.4869430505,9220.1658596331,"2,614,937.15","4,593.19"
146,2084004.03317029,1137086.20037309,621301.540612224,229203.874553356,0,8765.0630918029,40606.3886711941,39799.6622084785,8930.0135335726,"2,085,692.74","1,688.71"
147,2059758.440552,1139290.01372739,600595.143793316,232898.767498885,0,9766.2523027142,49514.3874167651,21802.1646414086,10427.2916478945,"2,064,294.02","4,535.58"
148,2032930.78728628,1113243.67376315,600266.235658385,232409.463450224,0,8774.3780844613,45474.0590865571,25656.6124064394,8419.9441667281,"2,034,244.37","1,313.58"
149,2502413.30481157,1108034.80155466,611991.958825497,230166.974031514,463047.329793055,9964.2821466367,58675.28984987,24435.2076026681,10201.3873368902,"2,516,517.23","14,103.93"
150,2060486.47615825,1137607.02027282,594875.105381865,230253.196262828,0,9096.9528302235,42121.0407255939,41449.5365285655,9109.6316401815,"2,064,512.48","4,026.01"
151,2058198.05001175,1111021.19097101,633810.1244032,228467.144002624,0,8055.743650854,49898.5181724056,28175.8709318309,8696.7402746049,"2,068,125.33","9,927.28"
152,1957334.66511565,1039993.00496293,603171.294536641,227800.273378584,0,8547.0232636513,45564.6466976422,22842.2255005151,7370.5599208091,"1,955,289.03","-2,045.64"
