Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
93,18897461.786125902,18039763.651788875,47114436.961340785,89190063.88353118,0.0,568018.8120727255,202696.12504023232,124261.7103200971
94,22696702.497039665,21823786.41182716,58482650.77140036,90462693.98138602,15077115.663564337,585330.6846031548,202797.46901627447,121125.61656153588
95,19323011.456539474,18466222.488182142,48429344.32523769,90985833.84666568,0.0,565873.5082973489,204531.30336762758,123405.938131936
96,23008409.89313586,22101660.919231717,59382366.61710175,91393398.01140656,15232233.001901094,609193.9362802699,208103.23439449904,127788.29032767464
97,19602638.082162615,18697886.137781925,49064537.16367711,92081072.21725881,0.0,606415.5440108664,209484.7197881248,126930.97225957306
98,23334017.316038616,22448816.65376791,60343845.427934766,92769263.64274125,15461543.940456873,591617.7107341692,205694.16141270203,125555.41446263103
99,19941689.39208181,19049328.88622549,49996547.14099629,93810320.79018646,0.0,591957.5072372553,209133.27400514256,130385.32087702892
100,23892235.720054116,23010929.72972864,61954254.83049759,94962305.01718536,15827050.83619756,583023.117433486,207556.4604538717,129609.16062588131
101,20394933.66191349,19505040.416698024,51215999.671706855,95994581.58392738,0.0,587351.5418365035,212394.9238159296,128781.11366147584
102,24355008.04705995,23477371.368708026,63320848.329029374,96734843.66941608,16122473.944902685,582810.5845514336,205745.2837371947,127258.30009042632
103,20773159.16665423,19870199.31839672,52252531.653785884,97588625.2268762,0.0,597489.6035495927,213007.7051552003,132089.34221815335
104,24750583.81423223,23838681.72733208,64322689.9734116,98137405.57877962,16356234.263129937,609824.2387180465,209309.64056120685,132526.01088700874
105,21079562.8925635,20163124.01935782,53078646.77694163,98925669.29027733,0.0,605129.4255059471,215844.7322160951,136378.1649766289
106,25107366.03824324,24160130.701888647,65329272.06146762,99254991.67971262,16542498.613285437,632211.0415184412,219116.16567276017,137011.61309056115
107,21424266.334309854,20481563.531071216,54041228.32331247,100280638.34527327,0.0,625421.763282455,220195.27008693665,138693.95695605827
108,25832188.339538362,24914279.425179865,67506932.26121129,102141292.49037847,17023548.74839641,604872.3889822466,217159.43660536193,136967.26967270073
109,21969876.733574882,21033560.9751284,55579650.31517022,102877439.28421645,0.0,620101.9977424033,219713.2552421606,137857.8649455894
110,26231566.20168022,25301990.393591866,68775835.27243835,103461392.61422002,17243565.435703333,609494.7801776418,222981.38135727812,138713.78079062916
111,22162954.64602513,21269087.39244251,56302521.24256714,103853436.99330208,0.0,582373.8334939086,216311.49134425656,135974.1839206484
112,26485794.155724294,25557350.92407951,69521768.42455564,104414059.2024458,17402343.20040763,612827.3075055112,218322.20996008973,138991.02025597892
113,22547290.272097174,21648083.354587466,57417625.81098912,105542329.25281179,0.0,576607.0456319354,222897.3792621073,142432.13230810012
114,26793035.376546558,25916813.795249254,70621239.18038052,105750622.47861435,17625103.746435724,561410.1885748961,218636.7228598139,137392.38551799348
115,22716508.016749233,21765113.251440514,57807192.490468696,105964841.26690653,0.0,631402.08088016,220886.84576807046,141579.76951498518
116,27134737.800233904,26179242.69385509,71490060.54045215,106556559.26420772,17759426.544034623,632520.140118067,223356.73732176202,142311.75562712495
117,22834073.76740804,21916702.5251434,58375220.26959517,106388428.36205041,0.0,586038.905844426,229499.9263907047,145474.87147072767
118,27358226.300955854,26460097.289253328,72498893.07232626,107351464.84820516,17891910.8080342,559383.981464588,232846.42624698827,151283.71998706734
119,23130715.75405303,22234411.47271176,59374119.398095496,107700822.52185893,0.0,563018.676768386,229799.0311954779,147837.96196771818
120,27485987.737864032,26605872.096109137,72975464.13885777,107874113.1991318,17979018.86652197,540381.8344682037,232788.31081815102,152779.28066933123
121,23253318.976724092,22359478.26592297,59779433.33041775,108250530.39867619,0.0,552431.3606175062,234113.04250603844,153280.4395393862
122,27860686.79298642,26938833.87056231,74037200.98532254,109030131.08110926,18171688.51351821,578819.9298308201,233952.84259717018,155828.7857087384
123,23578997.830792177,22687575.133604582,60778794.6596994,109653786.53145489,0.0,541809.4349045367,238705.32540048164,158439.9098322552
124,27959796.793916102,27074382.08672115,74503206.87153012,109467459.72348261,18244576.62058043,540617.7683275879,234939.02055368765,156939.8833052595
125,23571575.40071091,22682026.443808354,60821296.85873499,109528978.50391284,0.0,548644.9695891871,233591.0120451972,153304.25038310332
126,28163946.454650816,27245963.62906768,75098430.89800997,109923109.08176693,18320518.18029449,567560.1774142699,239634.76744703544,158268.401031183
127,23777345.48357594,22887153.234482087,61446585.03315555,110322386.90147457,0.0,544079.9154346503,236027.10887173226,157264.6068392386
128,28328982.48245915,27386145.529569823,75549653.00145938,110376882.71458963,18396147.119098272,595758.9774439217,235212.37070970787,159808.00676527567
129,24179055.67631549,23203128.093201358,62431312.85441254,111649718.18035558,0.0,617551.803518709,242386.60051146118,165698.82726280382
130,28696485.792329393,27664572.489076257,76448677.48227455,111313031.1344108,18552171.85573513,669407.004331109,246129.65266195277,166252.35180011124
131,24486545.915932503,23488991.45497014,63188704.63109791,112986178.31350721,0.0,647811.9143880553,235053.83001822265,163841.02365154205
132,29105280.520413052,28085463.22357454,77789719.83271348,112773898.23725164,18795649.7062086,669117.0964312797,236915.65771349272,162549.34670533525
133,24547497.066635523,23574520.16681094,63694886.75088988,113006930.42477173,0.0,609430.2169552783,245047.9950100101,169283.83979900033
134,29445277.02022658,28480004.472486343,79033930.29387312,114130200.27295867,19021700.04549311,600343.4461223722,247955.32130627704,167105.40044512568
135,24904073.41523507,23958887.778621845,64820459.55275257,114638179.9552902,0.0,573682.0348459273,251201.6358663556,171859.95128706805
136,29649329.95762143,28672947.017447565,79615751.60715483,114819029.88623339,19136504.981038895,606433.276621922,249241.6134154792,172440.07162351487
137,24926793.201640427,23901661.79572821,64715543.35124881,114312415.09620582,0.0,654100.3718823639,250046.06532863673,172835.66957315657
138,29789517.45335793,28803169.913249858,80162701.7115594,115108238.62496442,19184706.437494073,620006.9635497696,247191.96408425947,170212.30353434847
139,25137961.763681006,24170380.330529947,65611689.473118275,115328855.51603705,0.0,602598.8322674237,245811.98529365862,170243.7365571176
140,30103609.218419697,29091093.18312024,81105087.88227776,116109273.40843706,19351545.56807284,634055.8764452765,254075.75390431745,177692.00707123746
141,25471024.89383567,24445724.146015797,66563064.872043,116347123.69454455,0.0,639693.6669893248,258775.6777458168,181187.7186924755
142,30409884.473444585,29368112.88727725,82111263.87970783,116916062.01940645,19486010.336567745,665771.8827035282,253318.10520906377,175259.42607820802
143,25691927.318306696,24670319.286881268,67341193.42305619,117209127.96362388,0.0,639845.0141498469,255819.16409974868,179919.79025119764
144,30714277.285656754,29657283.566602223,83071127.86574909,117886130.0321181,19647688.33868635,680825.0852279072,252163.91613435408,177149.59670323995
145,26009631.62864565,24974191.266030125,68276845.19707455,118439123.71197668,0.0,659600.7890597191,251312.90573897125,177895.23973833479
146,31016160.9389563,29982972.48387446,84214746.88443623,118821857.28928353,19803642.881547254,651944.6486081607,254363.62439350437,181257.40297168875
147,26153876.69637274,25112759.852289326,68772502.98194934,118954148.40133864,0.0,655121.4198224728,258833.88777645162,181659.33783497443
148,31263202.23884239,30195262.696971677,84903869.23893565,119585765.79442444,19930960.965737402,676254.5046336782,261298.05653052626,186267.1152950179
149,26539610.113636818,25459019.483607307,69876229.1227832,120356830.33878654,0.0,683132.3317028295,266651.9138511291,186866.26353649507
150,31563968.970959954,30484884.104047373,85805803.32530339,120577708.40604453,20096284.734340757,679932.5406720304,265549.54555653915,190861.1152628594
151,26541953.03043406,25514723.502288014,70060084.7821781,120538145.36612912,0.0,624229.2089574288,266987.1520535235,194304.5244787082
152,31624980.25007349,30558455.69063876,86173698.79703958,120672377.93163018,20112062.988605026,672914.2093254961,261440.662422795,188813.83955205532
