Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
51,865714,1094990,985518,978817,1048988,939837,818447,715002,687313,606070,559981
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
52,869107,1085081,1006280,982315,1043837,945135,814980,721537,692867,605445,564545
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
53,856845,1087798,1017580,983462,1041708,943955,817814,730029,698445,591006,578074
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
54,847106,1094889,1024289,976827,1041701,965383,812806,721616,701682,592945,589534
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
55,849062,1078831,1050894,961841,1031571,978145,818321,730665,694312,601759,592872
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
56,844789,1085802,1061430,950366,1036749,967052,834836,733495,689002,608023,592122
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
57,841086,1093652,1067260,942533,1035300,983559,840293,731124,685316,618133,587602
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
58,847260,1079161,1077575,940555,1027409,995022,855032,733328,685332,622836,587837
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
59,830953,1087267,1065811,946531,1030640,1004932,862151,715142,709760,623095,574276
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
60,830124,1086910,1063251,956889,1034931,1002080,870221,721659,709073,629344,568243
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
61,823597,1089148,1083584,944623,1039625,1009583,880628,707662,717398,630314,565837
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
62,825405,1089933,1081995,948218,1034392,1012346,885262,729218,706599,629862,569437
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
63,844374,1100395,1076119,956993,1013827,1024314,890377,734811,715527,622636,572542
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
64,857302,1074680,1089523,965900,1011271,1021126,898271,738241,715032,629263,568079
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
65,879376,1066745,1085693,975902,999228,1024806,918633,742163,698648,640542,568676
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
66,888405,1071031,1078459,985176,990590,1033750,929622,743164,697611,637642,568900
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
67,903425,1074605,1087115,982394,985931,1027075,937566,749891,695734,644890,571028
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
68,895717,1065671,1108003,982392,969148,1043424,928832,765301,702975,643304,579695
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
69,904411,1063450,1109025,971456,983518,1029477,933545,785853,693559,654969,580419
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
70,908362,1060383,1110055,980198,961047,1046698,926355,805508,689040,663339,574938
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
71,916504,1075246,1088057,983977,971091,1044874,931478,807179,691091,670667,573747
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
72,920877,1071428,1078240,1004266,974589,1039695,936757,805088,700171,675077,573190
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
73,905761,1072833,1082530,1015566,977595,1035748,935632,809715,709148,679585,559221
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
74,920487,1067612,1089041,1022341,970695,1035553,957540,805583,702345,682405,557454
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
75,926496,1058867,1074680,1048915,955462,1025928,972319,808642,710088,677498,565077
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
76,926969,1057147,1082453,1058649,943861,1031357,961548,827129,712610,672496,571367
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
77,917189,1047644,1092667,1064479,938963,1027800,976501,834449,710766,668389,583570
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
78,914230,1054318,1077999,1074794,938657,1018396,988056,848450,713428,666352,590073
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
79,894268,1068183,1085355,1063832,944593,1021824,997966,855386,695371,691424,591605
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
80,888083,1068017,1084892,1060881,955744,1025520,993891,863142,700492,692090,598159
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
81,873129,1069001,1087535,1081405,943417,1029952,1001479,873028,689552,699313,598737
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
82,872148,1074644,1088497,1079816,947012,1024719,1004410,877071,711999,688174,599146
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
83,846818,1086529,1098959,1073940,955787,1006622,1014799,883377,723964,693169,593146
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
84,842503,1096660,1073994,1087753,964811,1003917,1012472,887011,724951,695379,599486
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
85,836895,1112050,1066059,1083923,974621,994175,1014817,906710,728755,679187,611191
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
86,836708,1116543,1070345,1076689,983870,986549,1023797,917614,729759,679587,609641
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
87,824960,1127318,1073392,1085345,981598,982590,1017911,923011,735384,676414,618979
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
88,813931,1123959,1064458,1106423,981406,966101,1034532,910690,751307,684943,617217
Period,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[
89,831105,1122612,1062469,1107644,970397,979987,1021885,915852,770980,676448,629327
